Participant,LABEL,animate0,animate1,animate10,animate11,animate12,animate13,animate14,animate15,animate16,animate17,animate18,animate19,animate2,animate20,animate21,animate22,animate23,animate24,animate25,animate26,animate27,animate28,animate29,animate3,animate30,animate31,animate32,animate33,animate34,animate35,animate36,animate37,animate38,animate39,animate4,animate40,animate41,animate42,animate43,animate44,animate45,animate46,animate47,animate48,animate49,animate5,animate50,animate51,animate52,animate53,animate54,animate55,animate56,animate57,animate58,animate59,animate6,animate7,animate8,animate9
ABP2,animate0,0,0.989533084009026,0.973351987358394,0.874729941820406,0.85122932268268,1.15512477514459,0.943198441032565,0.955577741133204,1.15613078493352,0.88936092743366,0.950052662419199,1.08121607914533,1.05685787022711,0.957521803365472,1.12435814825782,1.08296153945532,1.03268781572767,0.77675531941554,1.2627907692024,0.951706373379855,1.05058210717922,1.0357587004082,0.983054477868868,0.864794608839013,0.946670997410526,0.790064252977781,1.22220319116565,0.811308660298341,1.05322147104102,1.19805868302493,0.780119304625385,1.18510654950088,1.01320613320909,0.80715962399856,0.804845989502645,1.00278963596597,0.880718754823192,0.955598487156994,0.950999918634025,1.09690781276626,1.12249289743341,1.06900460275592,0.829946862340813,0.867927647332766,1.01062889776011,0.967119218001304,0.896842129566311,1.10499970425887,0.888659102057799,0.858222035767695,1.06493477958541,1.04751336295465,0.785883230631427,0.795353704411485,0.703692488824354,1.05723870450194,0.825251797723188,0.71492198052896,1.1527436048126,1.07442301248414
ABP2,animate1,0.989533084009026,0,0.794787830698351,1.04218794064512,1.24358579724021,0.892746098583552,1.13081181905009,1.10964164158557,0.852585756863731,0.989985916520748,0.866925716057533,0.794182725254609,0.968295963620842,1.02197208763965,0.932714865812186,0.96118258940821,0.951618502217448,1.12162507530501,1.05414807857746,1.20714073740469,0.886419493034682,1.19959042921845,0.962508201153167,1.16767535488909,1.228095464715,1.23961939096813,0.86995926205678,1.30735022199799,0.960029411455087,0.745193227316027,1.08962341594877,1.12703454389332,0.990671249418706,1.00577835934568,1.00686135464991,0.992192906694608,1.02079688252007,0.957316647239043,1.03388277573961,0.853260902556991,1.01907775402568,1.11318860176201,0.816915423532957,0.928420404504572,0.969374868332883,0.864417529333329,1.15305221312807,1.13262901856778,1.06233801976398,1.14528094958236,1.07680619325041,0.996279838931563,1.16110824809078,1.22299886755899,1.3052799382002,0.942524110635467,1.29339219518475,1.10558578558931,0.942646510957984,0.970675993145405
ABP2,animate10,0.973351987358394,0.794787830698351,0,1.09736896561111,0.964015219738113,1.06192295979507,1.15002578457266,1.1866010244199,0.982323936902872,1.02070547790707,0.925859595806246,0.867850823027211,0.949938998953478,1.08620715117761,0.90146241879755,0.906798450719332,0.927757083614964,1.05918794035812,1.12906850447657,1.20883824944399,0.816410368631574,1.25283161376062,0.875557782872,1.15766659725049,1.24237581577146,1.14552679457218,0.991325546608829,1.04693180590114,0.990035207705665,0.94451848698859,1.10480319655227,1.10271424444853,1.05679769108576,0.937751046918614,0.668024888162051,0.900863049056547,1.06702926677013,1.07835326113799,0.901898912259752,1.0476764832194,1.18878382301726,1.21837776294847,0.868912329690802,0.882815164249788,0.688897789657947,0.804996370475622,1.08234523071706,1.25693137236677,1.05856454107977,1.18049464249362,1.10505903414162,1.13612733772346,1.13372722786033,1.17600816314618,1.20442672761731,1.00133329202074,1.10584428002299,1.04189904954754,0.889546636524644,0.855907183926738
ABP2,animate11,0.874729941820406,1.04218794064512,1.09736896561111,0,0.85293713481291,1.1480769293481,0.607125807322601,0.857080733843877,1.3007697020557,0.940115604835496,1.0256127507908,1.01876450116064,1.12424343760355,0.9828077575536,0.947441367296771,0.986737892724144,0.898708422050008,0.574884117567397,1.14701389525901,0.749822996906763,1.00673510527272,0.922653910656966,0.906701947163027,0.895384336643827,0.892859344662854,0.696130324124552,1.33570831625827,0.789741243375279,1.00482141305217,1.14284929060152,0.861473953378027,1.14427876131098,1.05739718816611,1.14154630361154,1.05060824722005,1.22582053422186,0.8172520160936,1.20468651874388,1.08138318301021,1.28460556161223,1.28601222230196,0.913067069757622,1.03585328417292,0.88885732525564,1.16793165002331,1.06917061958613,0.98649715013776,0.947093443677275,0.747995305066165,0.640284099981966,1.14601045746728,0.907787914140346,0.859268366999087,0.712216566770411,0.662041092622622,1.02374500864173,0.617816082750129,0.745453886664249,1.00728755409827,1.07711191405273
ABP2,animate12,0.85122932268268,1.24358579724021,0.964015219738113,0.85293713481291,0,1.1969269235467,0.906004741830531,0.926639072933188,1.29807443727807,0.927276098541009,1.0415468752571,1.23162858913682,1.04123181688393,1.11413003427864,1.03413608035813,1.01917048166932,0.940701956473403,0.577404274443361,1.08735759458002,0.725881647634992,0.852110805889009,0.892020717632477,1.11226233267082,0.801224332750927,0.696758465426002,0.606308907129655,1.37104684191194,0.460131515127034,1.15611018905911,1.34037070695533,0.994667342236039,1.0017076320599,1.06838999799887,1.07835754935328,0.830658812646516,1.14002273648794,0.868151827897562,1.30528274296739,0.879681118689024,1.27633809484812,1.26758930739089,0.848200988171582,1.04145297574161,1.03101391266141,1.09188019423096,1.00569871100425,0.81637790716868,0.968640743030136,0.598231693882317,0.565510836522064,1.08631153546517,1.19933319936139,0.885293669441875,0.504395371341233,0.473121388748619,0.960271234110909,0.584216890623364,0.652523290835852,1.01111646641059,0.852540068868252
ABP2,animate13,1.15512477514459,0.892746098583552,1.06192295979507,1.1480769293481,1.1969269235467,0,1.04044312589804,0.948494329349716,0.719967573084563,1.08555071608604,0.869691557197092,0.958252614886892,0.94333604964374,0.960349849017073,1.12328626159328,1.05465003805499,1.11859258904213,1.21928476408095,0.935978774309318,1.10331144121244,0.94132066621418,1.01321070812983,1.07292438950053,1.17945356730572,1.04893574936256,1.23950652407595,0.653480248447111,1.26038610816227,0.83939719723319,0.84831672979401,1.17834038391342,0.969672844707714,1.0095181424192,1.02182799174934,1.20078095652317,1.11063370341858,1.13237749129962,0.868170273911494,0.951399988933812,0.834989868273295,0.759561426229863,0.848851544211211,0.998037274758169,1.16644593937846,1.16418410299269,1.06494932265299,1.14419649130205,1.06628962687459,1.15654546804664,1.03943617398224,1.00492427477968,0.852339573914812,1.02984068293037,1.26790255681512,1.13275712915348,1.00353736213337,1.17045117126999,1.21860974625615,0.994767853978485,0.972928166840918
ABP2,animate14,0.943198441032565,1.13081181905009,1.15002578457266,0.607125807322601,0.906004741830531,1.04044312589804,0,0.905941950443749,1.15892720404723,0.905665008385179,1.00747397647134,1.04428117732987,1.05815184894231,1.03328006081972,1.08587402697537,1.04808278118695,0.937658150404111,0.83880137144138,1.07727274489516,0.803082054017623,0.960495326929069,0.774709877542647,1.06076130334143,0.834653284593655,0.744808864309371,0.771063848508037,1.16790557638243,0.856466255091609,1.11621437455825,1.23502292715075,0.831038158433004,1.03510917416891,1.0591923235519,1.08522710242734,1.15389071716573,1.086387896022,0.905357807406602,1.10880467368425,0.900772483870456,1.19849687647718,1.15970913518883,0.828010103438029,1.07279961181008,1.02087377445915,1.19787396419727,1.12340222612497,0.945851043968279,0.912210012205789,0.846834551997231,0.739371818958101,1.03131297240416,0.819496564738814,0.981692210407656,0.816004904092809,0.728757520769155,0.940223873881973,0.796369621278631,0.927744060216615,1.05705944857856,1.00388189842847
ABP2,animate15,0.955577741133204,1.10964164158557,1.1866010244199,0.857080733843877,0.926639072933188,0.948494329349716,0.905941950443749,0,1.06848230893587,1.01020792523234,0.937580783782724,1.0974558651719,1.01518957708216,0.907280082107784,1.17848699026393,1.02213591364455,0.903175071408016,0.721612033685156,0.917682684741561,0.844088649183623,0.988616087617126,0.962610257390628,0.956905261565989,0.944598696556487,0.888854308977305,0.742676703130369,1.15232130706215,0.869535134328337,0.81324833870154,1.10834876870197,0.967812136039691,0.824336310298795,1.10610256100918,1.17422806913645,1.04998893592812,1.14340853829018,0.870242810278671,1.16786057589179,1.08211969519096,1.20363627858491,0.948930877956928,0.879022141015713,1.13307069189669,1.10052860162884,1.05139677370881,1.07690653975871,0.938481508070414,1.02693786183666,0.856840335863094,0.776113798848893,1.2284900386996,1.22651977915756,0.999517815584333,0.751997465869523,0.780608208082202,1.08715469129896,0.89738401318693,0.845162471726969,1.0792862501685,1.03874246730455
ABP2,animate16,1.15613078493352,0.852585756863731,0.982323936902872,1.3007697020557,1.29807443727807,0.719967573084563,1.15892720404723,1.06848230893587,0,1.04315789554978,1.06313548214872,0.813075319607961,0.762374052994023,0.984009353875881,1.06040714130601,0.952719246978078,0.939785341869673,1.46473358954885,0.854027067302249,1.44296745241104,0.962590398726659,1.14930893990757,1.04619205162544,1.35299455570979,1.13607763087812,1.58671584029009,0.699805795638976,1.42296151589444,0.939482776701601,0.70509450125244,1.13332162733964,0.812290009619795,0.84499882232331,0.895885743761262,1.00057759110572,0.772147896551152,1.20130624930276,0.766553734032929,1.02348984135483,0.698466295326751,0.772476023864237,1.1958926699879,0.933139557122725,0.967297613990688,0.911665393716506,0.808343757376072,1.21374625529093,1.21576025130161,1.37958267128592,1.40401412398648,0.966434795139792,0.955851273526569,1.3210075867648,1.60935350984081,1.48065080915609,1.03674876294588,1.43270565730356,1.44441516261721,1.08215194475654,1.04986251528084
ABP2,animate17,0.88936092743366,0.989985916520748,1.02070547790707,0.940115604835496,0.927276098541009,1.08555071608604,0.905665008385179,1.01020792523234,1.04315789554978,0,0.959242319263959,1.12216502637377,1.00118543337195,0.994332148736158,1.05456413254696,1.10145158214082,1.08463426631585,0.880606712346591,1.26528591028854,1.03726935967848,0.991223795755864,1.01176137098946,0.997665567745746,0.691214378611348,1.01158770146661,0.941841000474319,1.04649915323211,0.977473164132464,1.04275485155049,1.13861718523933,1.03170556908319,1.14189624361527,0.951964446808154,0.996712954592855,1.06127642558723,0.901784260028886,0.978575613909796,1.06220544394207,1.18362275430586,1.09945113156042,1.05005733073939,0.98347001005913,0.621352198042926,1.02929277351199,1.03838232206084,0.845076718972786,1.01556117934445,1.02149816501226,0.798847977781154,0.980679594944247,1.03008604153659,0.821265900424714,0.849580689166448,1.04061777722407,0.788178614126896,0.771654208045078,0.924872598694978,0.826168387516397,1.229798342975,1.07089816250691
