Participant,LABEL,inanimate0,inanimate1,inanimate10,inanimate11,inanimate12,inanimate13,inanimate14,inanimate15,inanimate16,inanimate17,inanimate18,inanimate19,inanimate2,inanimate20,inanimate21,inanimate22,inanimate23,inanimate24,inanimate25,inanimate26,inanimate27,inanimate28,inanimate29,inanimate3,inanimate30,inanimate31,inanimate32,inanimate33,inanimate34,inanimate35,inanimate36,inanimate37,inanimate38,inanimate39,inanimate4,inanimate40,inanimate41,inanimate42,inanimate43,inanimate44,inanimate45,inanimate46,inanimate47,inanimate48,inanimate49,inanimate5,inanimate50,inanimate51,inanimate52,inanimate53,inanimate54,inanimate55,inanimate56,inanimate57,inanimate58,inanimate59,inanimate6,inanimate7,inanimate8,inanimate9
ABP2,inanimate0,0,0.977514160782943,0.982770356425582,1.1387102177963,0.995448219585261,0.988861494082857,1.01648171676022,0.835210105463506,1.15324017281201,0.906508218951433,0.902227346396218,1.02239416563051,1.03859994955908,0.924306047558531,1.03385623807525,1.16388890514804,0.967324482500409,1.19199400297916,1.07590593766085,0.932682958695227,0.926975331962124,1.03250906943829,1.15896164462067,1.01373894059637,0.965817586806974,0.946179718400514,1.04520349851708,1.06456246809308,1.22003322327138,0.918164455703593,0.94830283533784,1.02591363559116,0.900392473197956,1.05369627132226,0.918945612141852,0.947895798056513,0.985215755666442,0.86813386405026,1.11780762924604,1.14299692863803,0.967386017232913,0.874884203843953,0.972127145725011,0.973245554088951,0.98681536459374,0.785925942753505,0.886254724669728,1.20943483544377,1.22582144369098,0.923191287119196,1.10035348913435,1.06458292073939,0.957709706601697,1.08671949541302,1.05511308447052,1.12702874830629,0.977540621179475,0.892789882648591,0.801010853130434,0.990251250516682
ABP2,inanimate1,0.977514160782943,0,1.03904797387022,0.966901821488277,1.06171761311691,1.16661050058038,1.04902217229068,0.968582712450011,1.03351546992642,1.02477156737635,0.756006528497829,1.01731049803379,0.904647621077041,1.16588258158985,1.08925879424736,0.906418470911408,0.853465999862148,1.01502457435592,1.06231156647157,0.934893423221781,1.00015953353593,0.848493432859742,1.22787834706149,0.818011583794165,1.06544250209282,1.10606066874186,1.08466127787292,1.06307792371681,0.980731647451878,1.11483924581987,1.03709235549207,0.946795074631591,0.9992602480093,0.931194640110478,0.98072165458611,1.01129554524692,1.00978349818549,0.994476848697501,1.1321076343582,1.00323854414381,1.09504370186805,1.26416907074587,1.10238036573434,0.956145355454287,1.01470436566159,0.880118308037781,1.1080613289641,1.0824117234042,1.02158861285447,0.907693209003942,1.12191635929192,0.979774769457769,1.16097052627026,0.895698458556089,0.973474839920745,1.16801198716903,1.08463248152889,1.05239096163148,1.06944434464076,1.19985526042654
ABP2,inanimate10,0.982770356425582,1.03904797387022,0,1.1396464887439,1.02649354786176,1.09115418643362,1.2363413318741,1.0306263898311,1.14503383940601,0.833624314813168,0.918243736184458,1.02642539580035,1.0542819043089,1.05388806140456,0.834838694813704,1.18053398558186,1.10019540334383,1.17411910328313,1.370806071459,1.00040526410727,1.30607936425581,1.17224008553702,1.04051428324951,1.05449173101477,1.02003743387414,0.907141153847744,0.491132973761789,1.32585125674475,0.982401421938396,1.16671703191069,0.710107555832564,0.902034891329214,1.28307854396905,1.39978708502943,1.42886714547827,0.418269352794416,0.750094491142929,1.13212274480626,1.19363526152213,1.02001004873953,0.794231780303252,0.895981303221154,0.927169719257362,1.49334860010839,0.42465936263259,1.03634192804201,0.982765578358414,0.857197868865573,1.08405116511898,0.858455699445075,1.00013953145704,1.26834113799667,0.765102960573581,1.01993280823027,1.01507889623139,0.960375751973223,0.779789292301423,1.06578594344345,0.925727616158146,0.534338208443269
ABP2,inanimate11,1.1387102177963,0.966901821488277,1.1396464887439,0,0.675667619598547,1.26294508437652,1.05072122341999,1.46694701545631,0.794074185055721,1.56889399561651,1.32295631401059,0.875087668256526,0.549726524053989,1.04957666439211,1.42990872300552,0.142261675142828,1.01940619906496,0.401022464352369,0.883589879698492,1.13021093984055,1.22215149034659,0.516989442324098,0.992367185992146,1.10062659528312,1.22028843483276,1.24903068131747,1.28104916368719,1.368426543043,0.471130266496585,0.909485627840683,1.38345434887908,0.853538698611867,0.996972960001135,0.664774065171375,1.08411828813442,1.2297568080408,1.19654761905181,1.51013832220063,0.981778111288055,0.450451891478423,1.54625336748738,1.59546022641249,0.91310214751752,1.13514466561103,0.828260843223527,1.48608656646162,1.51419099108548,0.775658628055877,0.553727280674392,1.48709786279775,1.09191850409369,1.0047383705428,1.31415531446081,1.08997322665554,0.72096515003832,1.10212809235862,1.55055742039255,1.50176315990016,1.34907997938327,1.36745357183514
ABP2,inanimate12,0.995448219585261,1.06171761311691,1.02649354786176,0.675667619598547,0,0.834826808674763,0.598301087227082,1.18155134246423,0.94340482577686,1.23250380383853,1.06733348829658,0.948483048611554,0.848652561068991,1.0713187966754,1.13902870892979,0.729037624341592,1.14093417314476,0.842916959266811,1.05894430085565,1.11013899477986,1.17534153351053,0.830909320240095,0.965866286227917,1.02585062906047,1.18423083518339,1.07713468603494,1.10907742913645,1.20489812851228,1.05886703666664,0.962257369614006,1.04133303637942,0.826416751981176,1.06180914449891,0.92315431059474,1.06287417143913,1.04971561983083,0.96832767565168,1.21184995940503,0.973214332454295,0.694057813797263,1.1445068539546,1.15645676255839,0.893514930175505,1.11234619961391,0.862578263000972,1.25466586742735,1.23367239835613,0.913973416718616,1.12209202495163,1.19378210749088,1.06572941318605,1.14678042983859,1.33904929932731,1.02554164145867,0.916876165881314,1.06958417697815,1.16131462084039,1.1886215146025,1.03430379772967,1.04310594951541
ABP2,inanimate13,0.988861494082857,1.16661050058038,1.09115418643362,1.26294508437652,0.834826808674763,0,0.810953391410735,0.879700112215508,1.19466336308155,0.931267679357219,0.969030508406212,1.28957327069542,1.37873192484863,0.77755089244254,0.830883878974131,1.2710451564999,1.12145609001236,1.25490322326842,1.08208843342484,1.12148599028102,0.936503076931702,1.31103283779682,0.875104037638743,0.824574401571535,0.830825316375904,0.871391695332157,1.07065162095834,0.754631363794091,1.24089132920039,1.01516884290935,0.965438541245331,0.938399115690549,0.910650495727518,1.15376560044925,0.839082070555149,1.04422375650351,0.813394381360851,0.651003181620709,0.883770230763899,1.23720669121079,0.746223835742668,0.767031649555449,1.03436488134424,0.930046522708293,1.13246178221607,0.841800675782541,0.735291181990665,1.19036469493034,1.23406751669862,0.816931902224205,0.995930093352519,0.946669870278033,0.730562685731935,1.05662604103309,1.22586047158571,0.977544699568343,0.727176824294935,0.771427398994648,0.848889654664182,0.911584462070808
ABP2,inanimate14,1.01648171676022,1.04902217229068,1.2363413318741,1.05072122341999,0.598301087227082,0.810953391410735,0,0.920892673326645,1.02404378186504,0.88869259216304,0.966342755943731,1.05552256219045,1.06086866600061,0.99486802412112,0.964821173524239,1.05156751366245,0.98672034133849,0.947012556735024,1.11097155246867,1.08883990825151,0.983854494573062,0.931776070008532,0.952471437722023,0.939545068856007,1.02543521812965,1.04973141630251,1.16082253788005,0.884102529001349,1.28890159539374,0.968077689201104,1.04938556060944,1.00660829931685,0.937556036088545,0.893663651694561,0.854367562769892,1.22637615031051,1.04231785998218,0.922486474154906,0.893603752628379,1.07225381590006,1.03717880933644,1.02989672826015,1.10647195766474,0.772414167140844,1.27370928749655,0.885922709124961,1.01748212288212,1.05732762765193,1.14936456380168,1.04002150784831,0.914789044776747,0.887235648060726,1.19365387693333,0.922105387920164,1.08566530970907,0.986667350663294,1.01680232166502,0.87474909320331,0.945943608564629,1.08928602331455
ABP2,inanimate15,0.835210105463505,0.968582712450011,1.0306263898311,1.46694701545631,1.18155134246423,0.879700112215508,0.920892673326645,0,1.00822228829795,0.699706981482731,0.806866861738373,1.12166399577784,1.32139135354023,0.815312232378062,0.673545884851998,1.45947929175151,0.775229955477734,1.2238257893553,1.15362632518046,0.993455875948272,0.90758204366694,1.29716303842996,0.971668721765565,0.83408554697515,0.745673912729826,0.901440078973594,0.859174026677424,0.714845989893328,1.4682235400727,0.91142600066345,1.00515728987675,1.29154860773521,0.76837751851907,1.10397280734063,0.94188779464565,0.938179839492434,1.07887069396639,0.803607967934789,0.926741967948914,1.46097873003766,0.753488283646979,0.723511971480449,1.24471591487755,0.838757269506285,1.24816673087744,0.573363602681505,0.725035309566763,1.24318782946653,1.33561671716933,0.899018961573032,1.01247706061745,1.06199614818716,0.837971371579722,0.978928232955917,1.19799643463999,0.89370873682712,0.88083645962183,0.651999745880031,0.636056685638775,0.893235281654131
ABP2,inanimate16,1.15324017281201,1.03351546992642,1.14503383940601,0.794074185055721,0.94340482577686,1.19466336308155,1.02404378186504,1.00822228829795,0,1.09377176947585,1.08104128281811,0.72321277728933,0.705079398654844,0.964191626138381,1.10560347881963,0.807458879071708,0.836206246251592,0.727297104645829,0.860380519892111,1.05466004937374,1.17246572113981,0.773085291490761,1.02935914335087,1.06494754308291,0.997728230303421,1.26473801125604,0.906116234581573,0.987086636234982,0.856755198419992,0.87623552681355,1.18143141707219,1.13164105474779,1.02784729650479,0.784547992185454,1.18049399909696,1.05941783934976,1.27806739212101,1.35822049185435,0.781644619150582,0.750714638808059,1.22501436898748,1.18600572429664,1.00519044738779,1.11245848426906,1.02759312597789,1.13470350743219,1.25749872106237,0.967325377817581,0.860850490481435,1.28188056062527,0.938224064949838,1.04086945229078,1.20362304767809,0.974370925718128,0.771206212410383,0.973341891152286,1.30609493124112,1.1627977986514,1.20916008584177,1.1535393941247
ABP2,inanimate17,0.906508218951433,1.02477156737635,0.833624314813168,1.56889399561651,1.23250380383853,0.931267679357219,0.88869259216304,0.699706981482731,1.09377176947585,0,0.772832142564511,1.06774749264574,1.16679400652541,0.993452901394563,0.714605043544183,1.5836446369771,0.971216675141476,1.37442609683441,1.1133581358347,0.979660422375977,0.90921256636903,1.30082271718746,1.05548423172888,1.0240680001078,0.886762664114436,0.943298407148311,0.708891381149691,0.847429992927614,1.3574304219103,1.04788241019635,0.696932853924554,1.07961413530252,1.01990679121045,1.14999806724378,1.00861225377655,0.882048592057446,0.847035927626279,0.760611537932726,1.11525806328173,1.31743129747915,0.748834628990562,0.695760635911072,1.10484806272011,0.887623437609008,1.15164033007637,0.610991697864501,0.74629029982606,0.988637353654671,1.23849622714455,0.814224188212643,0.85316621068079,1.01035077031416,0.856996676811437,0.784097628053974,1.09681878396997,0.975734357775251,0.653953053284176,0.684658046677541,0.872444280446096,0.74030413757985
